gender,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,TechSupport,PaymentMethod,Churn
Female,0,70,65.11,5129.93,One year,DSL,Yes,Bank transfer,No
Female,0,51,91.87,4745.02,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,1,36,78.62,2603.17,Month-to-month,DSL,Yes,Mailed check,No
Female,1,28,69.24,1731.81,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,66,39.23,2711.81,Month-to-month,Fiber optic,No,Mailed check,No
Male,1,14,66.39,1006.55,Month-to-month,Fiber optic,Yes,Electronic check,Yes
Male,0,46,44.58,1993.82,Month-to-month,DSL,No,Electronic check,No
Male,0,45,111.48,5167.28,Two year,No,No,Credit card,No
Female,0,51,53.54,2317.76,Month-to-month,DSL,Yes,Mailed check,No
Male,1,18,115.23,2224.95,Month-to-month,DSL,Yes,Electronic check,No
Male,0,20,73.31,1513.75,Month-to-month,DSL,No,Mailed check,No
Male,0,63,83.15,5039.26,One year,No,No,Electronic check,Yes
Male,0,36,74.29,2387.78,Month-to-month,No,No,Mailed check,No
Male,0,26,32.94,880.71,One year,Fiber optic,No,Mailed check,No
Male,0,54,57.58,3390.77,One year,Fiber optic,No,Bank transfer,No
Female,1,28,29.91,791.86,Month-to-month,DSL,No,Electronic check,Yes
Female,1,19,82.3,1393.16,Month-to-month,No,Yes,Credit card,Yes
Male,0,24,64.69,1590.82,Two year,DSL,No,Bank transfer,Yes
Male,1,69,97.8,7112.37,One year,DSL,No,Credit card,No
Male,0,62,42.05,2693.36,One year,DSL,No,Mailed check,No
Female,1,35,36.46,1383.98,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,1,60.63,305.19,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,21,112.66,2460.37,Month-to-month,DSL,Yes,Electronic check,No
Female,0,15,91.04,1209.41,Month-to-month,No,No,Electronic check,No
Female,1,17,61.89,703.22,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,68,71.73,4693.31,One year,DSL,No,Electronic check,No
Female,0,53,28.42,1285.31,Month-to-month,Fiber optic,Yes,Credit card,No
Female,0,29,118.46,3567.2,One year,Fiber optic,No,Mailed check,No
Female,0,44,86.64,3971.83,One year,Fiber optic,No,Bank transfer,Yes
Male,0,18,48.54,908.83,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,33,78.58,2339.4,One year,Fiber optic,Yes,Mailed check,No
Male,1,12,30.95,728.72,Month-to-month,DSL,No,Bank transfer,No
Male,0,42,116.58,4813.12,One year,Fiber optic,Yes,Mailed check,No
Female,0,61,37.48,2406.98,Month-to-month,No,No,Credit card,No
Female,0,21,84.8,1790.66,Month-to-month,DSL,No,Mailed check,No
Male,1,51,44.55,2313.78,One year,Fiber optic,Yes,Credit card,No
Female,1,51,91.76,4793.4,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,35,97.68,3279.6,Two year,DSL,No,Electronic check,Yes
Female,0,18,87.34,1833.2,Month-to-month,No,No,Credit card,No
Male,0,37,81.45,2697.75,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,69,109.25,7330.54,Month-to-month,DSL,No,Mailed check,No
Female,1,56,27.86,1818.65,Month-to-month,DSL,No,Credit card,No
Male,0,19,53.09,1126.71,Month-to-month,DSL,No,Credit card,No
Female,0,8,44.83,866.72,One year,Fiber optic,No,Mailed check,No
Male,0,31,118.8,3696.47,One year,Fiber optic,No,Bank transfer,No
Male,1,3,58.94,516.91,Two year,No,Yes,Electronic check,No
Male,0,49,93.26,4198.24,Two year,DSL,No,Mailed check,Yes
Male,0,4,88.47,71.18,Month-to-month,DSL,No,Credit card,Yes
Female,0,19,41.21,962.1,One year,DSL,No,Mailed check,Yes
Female,1,36,43.9,1232.33,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,21,48.13,971.26,One year,No,No,Mailed check,No
Male,0,57,61.11,3716.71,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,67,43.43,3010.04,Two year,DSL,No,Mailed check,No
Male,0,43,21.97,946.93,One year,Fiber optic,No,Mailed check,No
Female,0,33,107.94,3472.2,Two year,Fiber optic,Yes,Credit card,No
Female,0,41,116.56,4819.41,One year,DSL,No,Mailed check,No
Female,0,8,54.16,548.73,Two year,Fiber optic,No,Bank transfer,Yes
Male,0,6,53.85,190.92,One year,DSL,No,Mailed check,Yes
Female,0,67,20.71,1461.92,Month-to-month,DSL,No,Mailed check,No
Female,1,18,88.03,1800.23,Month-to-month,DSL,Yes,Credit card,No
Male,0,30,102.54,3031.7,Month-to-month,Fiber optic,Yes,Credit card,No
Female,1,34,34.66,1192.06,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,56,35.97,2111.08,Month-to-month,DSL,No,Credit card,Yes
Female,0,60,99.01,6050.87,Month-to-month,DSL,No,Credit card,Yes
Male,0,30,81.63,2624.59,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,52,24.49,1070.61,Two year,No,Yes,Credit card,No
Female,0,31,82.25,2443.97,Two year,Fiber optic,Yes,Electronic check,No
Male,0,65,50.89,3209.47,Month-to-month,DSL,No,Electronic check,No
Male,0,58,56.87,3117.68,Month-to-month,DSL,No,Electronic check,No
Male,1,9,96.97,513.05,Month-to-month,DSL,No,Credit card,Yes
Male,0,1,101.09,-549.81,Month-to-month,DSL,No,Electronic check,Yes
Male,1,65,60.04,4141.69,One year,Fiber optic,No,Bank transfer,No
Male,0,59,114.72,6457.7,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,16,60.65,1283.7,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,15,97.18,1605.58,Two year,Fiber optic,No,Credit card,No
Male,0,15,68.39,944.71,One year,DSL,Yes,Electronic check,No
Female,0,45,109.75,5062.03,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,38,110.78,4294.67,One year,Fiber optic,No,Credit card,No
Female,0,30,28.74,641.85,Month-to-month,DSL,No,Electronic check,Yes
Female,0,0,113.65,-3.0,Month-to-month,DSL,No,Mailed check,Yes
Female,0,10,102.55,829.53,Month-to-month,DSL,No,Electronic check,No
Female,1,3,99.13,428.22,Month-to-month,DSL,Yes,Electronic check,No
Female,1,70,40.09,2663.26,Month-to-month,DSL,Yes,Electronic check,Yes
Male,0,25,100.51,2493.42,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,0,49,105.01,5117.53,One year,Fiber optic,No,Bank transfer,No
Female,0,11,48.92,562.44,One year,DSL,Yes,Bank transfer,No
Male,0,64,115.23,7707.23,Month-to-month,DSL,No,Mailed check,Yes
Male,1,46,24.99,1101.35,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,52,34.99,2063.07,One year,DSL,No,Electronic check,No
Female,0,70,73.76,5259.2,Month-to-month,DSL,Yes,Electronic check,No
Female,0,1,77.58,361.26,Two year,DSL,No,Bank transfer,No
Male,0,23,84.52,1876.27,One year,DSL,Yes,Bank transfer,No
Female,0,3,21.7,204.33,Month-to-month,Fiber optic,No,Mailed check,No
Male,1,18,116.04,2076.87,Month-to-month,Fiber optic,No,Credit card,No
Male,0,25,24.46,13.62,Month-to-month,DSL,No,Mailed check,Yes
Male,0,39,34.31,1120.12,Month-to-month,DSL,Yes,Bank transfer,No
Male,1,49,21.4,1165.08,Month-to-month,DSL,Yes,Electronic check,Yes
Female,0,42,76.69,3324.23,One year,DSL,No,Electronic check,No
Female,0,66,113.23,7214.18,Month-to-month,No,No,Electronic check,No
Female,0,11,86.59,996.56,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,66,102.27,6850.47,Month-to-month,Fiber optic,No,Credit card,No
Female,1,26,21.33,547.65,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,53,74.2,4078.36,Month-to-month,Fiber optic,No,Mailed check,No
Female,1,65,65.96,4405.91,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,48,69.9,3348.17,Month-to-month,DSL,No,Mailed check,Yes
Male,1,15,27.22,306.14,One year,DSL,Yes,Credit card,No
Male,0,1,88.44,296.95,Month-to-month,Fiber optic,No,Credit card,Yes
Female,1,59,70.32,4241.51,One year,DSL,Yes,Credit card,No
Female,0,53,96.51,4838.74,Month-to-month,No,No,Electronic check,No
Female,1,29,68.53,2031.55,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,37,34.94,1062.58,Month-to-month,No,No,Credit card,No
Male,0,27,84.83,2097.5,One year,DSL,No,Mailed check,Yes
Female,1,24,37.24,763.38,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,9,107.24,974.13,Month-to-month,DSL,No,Mailed check,Yes
Male,1,59,81.31,4872.19,Month-to-month,No,No,Credit card,Yes
Male,0,41,35.72,1382.73,Month-to-month,DSL,Yes,Credit card,Yes
Male,0,39,116.23,4459.93,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,41,71.84,2844.79,One year,Fiber optic,No,Credit card,No
Male,0,46,27.29,1464.84,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,0,36,82.68,2405.89,One year,Fiber optic,No,Electronic check,No
Male,0,21,45.32,889.98,Month-to-month,No,No,Credit card,No
Female,0,56,100.37,5929.72,One year,Fiber optic,No,Electronic check,No
Male,0,26,101.78,2749.73,One year,Fiber optic,No,Electronic check,No
Female,0,40,117.89,4968.97,Month-to-month,DSL,No,Credit card,No
Female,0,33,70.19,1909.42,One year,Fiber optic,No,Mailed check,No
Male,0,31,65.5,1782.05,Two year,Fiber optic,No,Bank transfer,No
Male,0,65,95.35,6300.56,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,11,33.25,675.88,Month-to-month,DSL,No,Credit card,Yes
Male,1,39,74.69,2684.66,One year,Fiber optic,No,Electronic check,No
Male,1,9,74.62,594.03,Month-to-month,DSL,No,Mailed check,No
Female,0,47,28.95,1440.94,Month-to-month,DSL,No,Credit card,No
Female,0,19,61.8,883.7,Two year,Fiber optic,No,Bank transfer,No
Male,1,38,105.33,4106.88,Month-to-month,DSL,No,Credit card,No
Female,0,59,105.62,5696.44,One year,DSL,No,Electronic check,No
Male,0,65,29.92,2043.25,One year,Fiber optic,No,Credit card,No
Male,0,64,29.07,1661.46,Two year,DSL,Yes,Credit card,No
Male,0,50,46.27,2223.98,Month-to-month,DSL,No,Electronic check,No
Female,0,35,107.48,3892.18,Month-to-month,DSL,No,Bank transfer,No
Male,0,23,32.89,845.92,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,1,26,92.0,2390.4,Month-to-month,Fiber optic,No,Credit card,Yes
Male,1,1,30.12,223.93,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,30,82.31,2129.26,Month-to-month,DSL,No,Mailed check,No
Female,0,56,55.61,3155.04,Month-to-month,DSL,No,Electronic check,Yes
Female,1,65,98.89,6269.82,Month-to-month,DSL,No,Bank transfer,No
Female,0,28,43.37,1397.97,One year,Fiber optic,No,Bank transfer,No
Female,0,14,83.92,1312.29,One year,No,Yes,Credit card,No
Male,0,11,43.57,623.94,One year,DSL,Yes,Electronic check,No
Female,1,27,91.37,2796.07,Two year,DSL,No,Credit card,No
Female,0,23,107.37,2694.78,Month-to-month,DSL,No,Electronic check,No
Female,1,20,32.68,622.12,Two year,Fiber optic,No,Mailed check,No
Male,1,9,106.66,959.69,Two year,Fiber optic,No,Credit card,No
Female,0,17,79.36,1469.31,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,13,32.71,452.46,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,33,62.75,2211.78,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,57,36.09,1611.07,Month-to-month,DSL,Yes,Credit card,Yes
Male,0,21,90.03,2266.79,Month-to-month,DSL,No,Credit card,Yes
Male,0,69,95.89,6628.62,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,35,30.58,745.81,One year,Fiber optic,Yes,Electronic check,No
Male,1,44,70.61,2924.08,Month-to-month,Fiber optic,No,Bank transfer,Yes
Male,0,35,101.46,3125.23,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,21,113.62,2167.97,Two year,Fiber optic,No,Electronic check,Yes
Male,0,60,71.35,4252.55,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,55,115.03,6629.59,Two year,Fiber optic,Yes,Credit card,No
Female,0,32,73.57,2436.37,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,44,59.42,2661.05,Two year,DSL,Yes,Mailed check,No
Female,0,35,104.82,3441.68,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,19,69.3,1151.8,Month-to-month,No,No,Bank transfer,Yes
Female,0,17,67.19,992.84,Month-to-month,DSL,No,Electronic check,No
Male,0,37,69.03,2412.88,One year,Fiber optic,Yes,Bank transfer,No
Male,0,66,104.68,6838.57,Two year,Fiber optic,No,Electronic check,No
Male,1,22,103.19,2214.98,Month-to-month,DSL,No,Credit card,No
Female,0,15,60.35,837.43,Two year,Fiber optic,No,Bank transfer,No
Male,0,58,53.33,2958.88,Month-to-month,DSL,No,Credit card,No
Male,0,68,69.19,4731.93,One year,No,Yes,Credit card,No
Male,0,67,77.28,5114.88,One year,Fiber optic,No,Mailed check,No
Female,0,20,43.83,557.49,Month-to-month,DSL,No,Mailed check,No
Female,0,69,99.4,6865.48,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,11,68.65,731.8,Two year,Fiber optic,No,Electronic check,No
Male,0,15,53.4,485.07,Two year,DSL,No,Electronic check,No
Male,0,13,30.68,280.58,Two year,DSL,No,Electronic check,Yes
Male,0,60,43.88,2752.21,Two year,Fiber optic,No,Electronic check,Yes
Female,0,70,114.93,7817.81,Month-to-month,DSL,Yes,Mailed check,Yes
Female,1,45,50.51,2024.51,One year,DSL,Yes,Electronic check,No
Female,0,31,36.89,1078.61,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,14,66.07,1049.57,Two year,No,Yes,Credit card,No
Male,0,43,50.71,2542.6,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,16,23.52,508.11,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,40,52.31,2309.37,Month-to-month,DSL,No,Mailed check,Yes
Female,0,53,74.41,4013.07,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,43,75.17,3095.29,Month-to-month,DSL,No,Credit card,No
Female,0,4,55.66,352.98,Two year,Fiber optic,Yes,Credit card,No
Female,0,26,64.73,1665.86,One year,No,No,Bank transfer,No
Male,0,42,116.55,4970.51,Month-to-month,Fiber optic,Yes,Credit card,No
Male,0,30,57.73,1542.69,One year,Fiber optic,No,Electronic check,No
Male,0,16,45.82,826.41,One year,Fiber optic,No,Electronic check,No
Female,0,53,44.35,2326.45,Month-to-month,DSL,No,Bank transfer,Yes
Male,1,61,65.78,4058.83,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,31,95.95,2957.44,Two year,DSL,No,Mailed check,No
Male,0,39,40.6,1527.96,One year,DSL,No,Credit card,No
Female,0,12,90.93,1188.1,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,1,34,22.11,670.52,One year,Fiber optic,No,Mailed check,Yes
Male,0,4,61.89,-70.18,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,28,97.59,2357.73,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,69,53.87,3753.91,Month-to-month,DSL,Yes,Mailed check,No
Male,0,24,76.37,1743.44,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,21,40.5,504.68,One year,Fiber optic,Yes,Mailed check,No
Male,0,65,94.2,6144.31,Two year,DSL,Yes,Credit card,No
Female,1,44,25.23,1091.35,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,68,105.25,7057.08,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,71,39.82,2876.58,One year,Fiber optic,No,Electronic check,Yes
Female,1,0,107.44,263.02,Two year,Fiber optic,No,Bank transfer,No
Female,0,43,55.25,2632.67,One year,Fiber optic,No,Electronic check,No
Female,0,38,92.27,3535.01,Two year,Fiber optic,No,Bank transfer,No
Female,0,53,51.92,2734.82,Month-to-month,DSL,No,Credit card,Yes
Female,0,28,110.59,3128.07,One year,DSL,No,Electronic check,No
Male,0,53,32.66,1792.78,Month-to-month,DSL,No,Bank transfer,No
Female,1,15,37.85,514.09,Month-to-month,DSL,No,Electronic check,Yes
Male,0,19,69.3,1351.61,Month-to-month,No,No,Credit card,No
Male,0,45,28.19,953.82,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,66,39.6,2629.87,Two year,DSL,Yes,Bank transfer,No
Male,1,64,114.38,7415.68,Two year,DSL,No,Mailed check,No
Male,1,57,117.65,6608.08,Month-to-month,DSL,No,Mailed check,No
Male,1,52,57.63,2977.67,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,0,112.33,-222.3,Month-to-month,Fiber optic,No,Credit card,Yes
Female,0,65,74.48,4591.14,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,28,46.97,1357.32,One year,No,No,Credit card,No
Female,0,69,90.24,6080.65,Two year,DSL,No,Mailed check,No
Female,0,7,85.89,245.86,Two year,DSL,No,Credit card,No
Male,0,28,118.91,3107.12,One year,DSL,No,Credit card,No
Female,0,50,46.5,2131.72,One year,DSL,No,Electronic check,No
Female,0,32,87.21,2945.64,Month-to-month,No,Yes,Mailed check,No
Female,0,2,25.2,86.22,Month-to-month,Fiber optic,No,Electronic check,No
Male,0,59,31.36,1675.92,Month-to-month,Fiber optic,Yes,Bank transfer,No
Female,0,34,20.39,575.71,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,68,119.95,8419.02,One year,DSL,No,Mailed check,No
Female,0,19,100.23,2091.59,Month-to-month,DSL,Yes,Mailed check,No
Male,0,38,98.67,3525.85,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,3,70.97,445.62,Month-to-month,Fiber optic,No,Electronic check,Yes
Male,0,18,50.01,884.05,Two year,DSL,Yes,Electronic check,No
Male,0,44,35.13,1705.64,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,1,42,48.47,2003.08,One year,Fiber optic,No,Electronic check,Yes
Male,0,12,57.6,928.37,One year,Fiber optic,No,Credit card,No
Male,0,12,95.63,915.64,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,59,73.97,4313.14,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,56,27.75,1797.29,Two year,Fiber optic,No,Credit card,No
Male,0,51,21.8,633.28,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,52,30.23,1562.75,Two year,No,No,Bank transfer,Yes
Female,1,42,61.05,2485.39,Month-to-month,DSL,No,Credit card,No
Male,0,71,113.32,8182.65,Month-to-month,Fiber optic,No,Bank transfer,No
Female,1,71,83.74,6159.52,Two year,DSL,No,Mailed check,Yes
Female,0,41,100.18,4253.44,One year,DSL,No,Mailed check,No
Female,0,25,66.64,1714.2,Two year,Fiber optic,No,Credit card,No
Female,1,22,56.17,1243.85,One year,No,No,Credit card,No
Male,0,42,30.84,1226.74,Two year,DSL,Yes,Mailed check,No
Female,0,27,107.59,2946.92,One year,DSL,No,Credit card,No
Male,0,8,98.32,1078.49,One year,DSL,No,Mailed check,No
Female,0,19,36.81,533.29,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,55,71.23,3837.23,Month-to-month,DSL,No,Credit card,Yes
Male,0,38,68.74,2597.02,Two year,DSL,No,Bank transfer,No
Female,0,50,82.51,4325.69,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,0,11,114.62,1305.48,Month-to-month,DSL,No,Electronic check,No
Female,0,54,77.98,4407.62,Month-to-month,Fiber optic,Yes,Credit card,Yes
Male,0,10,74.02,947.02,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,25,25.03,744.16,Month-to-month,DSL,No,Electronic check,No
Male,0,41,26.29,865.09,Month-to-month,Fiber optic,No,Credit card,No
Female,0,26,38.73,1339.2,Two year,Fiber optic,No,Mailed check,No
Male,0,10,23.25,514.98,Month-to-month,Fiber optic,No,Mailed check,No
Male,1,37,94.34,3503.29,Month-to-month,Fiber optic,Yes,Mailed check,No
Female,0,42,92.33,3601.51,Month-to-month,DSL,No,Credit card,Yes
Female,0,18,33.61,292.88,Month-to-month,Fiber optic,Yes,Electronic check,No
Male,0,63,103.61,6578.29,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,5,35.48,37.05,One year,DSL,No,Electronic check,No
Female,0,45,50.12,1911.96,Month-to-month,DSL,No,Electronic check,No
Male,0,41,44.9,1525.03,Two year,DSL,No,Bank transfer,Yes
Female,0,64,57.23,3568.72,Month-to-month,DSL,No,Electronic check,No
Female,0,71,45.47,3267.36,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,1,58,68.9,4277.34,Month-to-month,DSL,No,Electronic check,Yes
Female,1,51,60.74,3194.58,Month-to-month,DSL,Yes,Electronic check,No
Male,1,46,118.66,5382.08,One year,Fiber optic,Yes,Electronic check,No
Female,0,6,25.59,229.53,Two year,DSL,Yes,Credit card,No
Male,0,10,34.22,400.31,One year,Fiber optic,No,Bank transfer,Yes
Female,0,60,25.28,1664.71,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,67,82.58,5524.87,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,24,25.45,818.04,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,11,103.64,1304.93,Two year,Fiber optic,Yes,Mailed check,No
Male,0,25,71.19,1796.29,Month-to-month,DSL,No,Electronic check,No
Female,0,11,72.7,775.86,One year,DSL,Yes,Mailed check,Yes
Female,0,42,76.16,3382.67,Month-to-month,Fiber optic,No,Electronic check,No
Female,0,50,37.08,1711.31,Month-to-month,No,Yes,Mailed check,No
Female,0,36,39.77,1130.4,Month-to-month,Fiber optic,No,Credit card,Yes
Male,1,45,51.88,2032.14,Month-to-month,DSL,No,Bank transfer,No
Female,0,52,79.35,3966.93,One year,Fiber optic,No,Electronic check,No
Male,0,12,41.01,624.05,Month-to-month,Fiber optic,No,Bank transfer,No
Male,0,53,31.63,1591.83,One year,Fiber optic,No,Electronic check,No
Female,0,56,117.01,6593.46,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,0,3,22.2,-32.46,Two year,Fiber optic,No,Mailed check,No
Male,0,48,100.27,4715.49,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,6,98.8,387.71,Two year,Fiber optic,Yes,Credit card,Yes
Male,0,10,49.72,478.82,One year,Fiber optic,No,Mailed check,No
Female,0,53,33.56,1743.65,Two year,DSL,Yes,Mailed check,No
Female,0,44,34.56,1603.17,Month-to-month,Fiber optic,No,Credit card,No
Female,0,22,89.74,2031.82,One year,No,Yes,Bank transfer,No
Female,0,27,84.28,2236.13,Month-to-month,DSL,No,Bank transfer,No
Male,0,56,98.27,5201.9,Month-to-month,Fiber optic,No,Electronic check,No
Male,1,25,113.75,3057.87,Month-to-month,DSL,Yes,Bank transfer,Yes
Female,0,24,89.19,2123.55,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,53,35.59,1902.2,Two year,Fiber optic,No,Electronic check,No
Female,0,28,44.34,1561.62,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,35,104.22,3829.34,Month-to-month,Fiber optic,No,Bank transfer,No
Female,0,13,40.93,621.38,One year,DSL,No,Credit card,No
Female,0,34,27.25,926.04,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,1,29,90.33,2617.24,One year,Fiber optic,Yes,Bank transfer,No
Male,0,16,60.25,1012.02,Month-to-month,DSL,Yes,Bank transfer,Yes
Male,0,66,112.0,7473.38,Month-to-month,DSL,No,Credit card,Yes
Male,0,29,85.03,2808.15,Month-to-month,DSL,Yes,Bank transfer,No
Male,0,44,29.04,1772.41,Two year,Fiber optic,No,Mailed check,No
Male,0,50,114.79,5797.55,One year,Fiber optic,No,Mailed check,No
Male,0,46,45.86,1678.9,Two year,DSL,No,Electronic check,No
Male,0,52,53.72,2603.09,Month-to-month,DSL,Yes,Credit card,No
Male,0,63,60.23,4156.79,Month-to-month,DSL,No,Bank transfer,Yes
Female,0,37,25.12,1073.17,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,1,63,69.65,4473.16,Month-to-month,Fiber optic,Yes,Bank transfer,No
Male,0,6,32.33,160.61,Month-to-month,DSL,No,Mailed check,No
Male,1,21,60.1,1024.3,One year,Fiber optic,No,Bank transfer,No
Female,0,40,55.07,2538.36,Month-to-month,DSL,Yes,Bank transfer,No
Male,1,9,97.28,710.88,Month-to-month,No,No,Bank transfer,Yes
Male,0,56,100.32,5763.78,Two year,No,Yes,Mailed check,No
Male,1,6,35.34,-48.1,One year,Fiber optic,No,Mailed check,No
Female,1,49,56.66,2733.27,Month-to-month,No,No,Credit card,No
Female,0,51,57.34,3122.93,Month-to-month,Fiber optic,No,Mailed check,Yes
Female,1,32,35.14,1074.54,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,0,99.85,-73.69,Month-to-month,Fiber optic,No,Bank transfer,Yes
Female,0,52,90.72,4719.57,One year,DSL,No,Mailed check,No
Male,0,59,39.04,2036.16,Month-to-month,DSL,No,Electronic check,No
Female,0,33,56.67,1565.28,Two year,DSL,Yes,Mailed check,No
Male,0,3,30.58,234.59,One year,Fiber optic,Yes,Bank transfer,No
Male,0,16,82.82,1240.68,One year,DSL,No,Electronic check,No
Female,0,3,32.14,237.72,Month-to-month,DSL,No,Mailed check,No
Female,0,42,118.59,5204.42,Month-to-month,Fiber optic,Yes,Mailed check,No
Male,1,3,98.07,533.94,One year,DSL,Yes,Electronic check,No
Male,0,0,59.02,-324.2,Month-to-month,Fiber optic,No,Credit card,Yes
Male,0,70,77.86,5310.63,Month-to-month,No,No,Electronic check,Yes
Female,0,49,111.13,5552.89,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,60,75.41,4635.2,Month-to-month,Fiber optic,No,Electronic check,Yes
Female,0,34,37.45,1723.19,One year,Fiber optic,No,Electronic check,Yes
Female,0,7,57.87,223.57,Month-to-month,Fiber optic,No,Mailed check,No
Female,0,23,104.31,2632.76,Month-to-month,DSL,No,Electronic check,No
Male,1,35,84.42,3029.15,Month-to-month,Fiber optic,Yes,Electronic check,No
Female,0,49,85.07,3840.38,Month-to-month,DSL,No,Bank transfer,Yes
Male,0,42,106.68,4371.0,Two year,DSL,No,Mailed check,No
Male,0,26,109.4,2896.91,Two year,Fiber optic,No,Bank transfer,No
Male,0,31,111.98,3130.51,Month-to-month,DSL,Yes,Mailed check,Yes
Female,0,17,29.48,86.38,Month-to-month,DSL,No,Credit card,Yes
Female,0,27,74.41,1656.82,Month-to-month,DSL,Yes,Credit card,No
Female,0,28,94.05,2685.23,One year,DSL,Yes,Mailed check,No
Male,0,15,95.69,1338.42,Month-to-month,DSL,No,Credit card,No
Male,1,46,80.67,3586.83,One year,DSL,No,Credit card,No
Male,1,58,36.68,2010.32,Month-to-month,Fiber optic,No,Mailed check,Yes
Male,0,30,99.74,2707.38,One year,Fiber optic,No,Electronic check,No
Male,0,3,92.01,184.75,Month-to-month,DSL,No,Bank transfer,No
Male,0,36,28.61,665.88,One year,Fiber optic,No,Mailed check,No
Female,0,16,66.38,1299.61,Month-to-month,DSL,No,Mailed check,Yes
Female,0,38,37.4,1759.67,One year,DSL,Yes,Mailed check,No
Female,0,47,53.75,2061.04,Month-to-month,DSL,No,Bank transfer,No
Female,0,45,21.81,887.62,Month-to-month,Fiber optic,No,Mailed check,No
Male,0,47,60.03,2740.61,One year,Fiber optic,Yes,Bank transfer,No
Male,0,38,74.99,2814.72,Month-to-month,Fiber optic,No,Bank transfer,No
Female,1,3,81.96,446.19,One year,Fiber optic,No,Credit card,Yes
Male,1,29,86.35,2410.91,One year,Fiber optic,No,Electronic check,No
